id,community_id
594,25
595,25
596,25
597,26
598,26
599,26
637,27
600,26
601,26
602,26
603,26
604,26
605,26
606,26
607,26
608,26
609,26
610,26
611,26
638,27
639,27
640,27
612,26
613,26
614,26
615,26
616,26
617,26
618,26
619,26
620,26
621,26
622,27
623,27
624,27
625,27
626,27
627,27
628,27
629,27
630,27
631,27
632,27
633,27
634,27
641,27
642,27
643,27
644,27
645,27
646,27
647,28
648,28
649,28
650,28
651,28
652,28
653,28
654,28
655,28
656,28
701,30
702,30
703,30
657,28
658,28
659,28
660,28
661,28
662,28
663,28
664,28
665,28
666,28
667,28
704,30
705,30
706,30
707,30
708,30
709,30
668,28
669,28
670,28
671,28
672,29
673,29
674,29
675,29
676,29
677,29
678,29
679,29
680,29
681,29
710,30
711,30
682,29
683,29
684,29
685,29
686,29
687,29
688,29
689,29
690,29
691,29
692,29
693,29
694,29
695,29
696,29
697,30
698,30
699,30
700,30
718,30
719,30
720,30
721,30
722,31
723,31
724,31
725,31
726,31
727,31
728,31
729,31
730,31
731,31
732,31
733,31
734,31
735,31
736,31
737,31
738,31
739,31
740,31
741,31
742,31
743,31
744,31
745,31
746,31
747,32
748,32
800,34
749,32
750,32
751,32
752,32
753,32
754,32
755,32
756,32
757,32
758,32
759,32
760,32
761,32
762,32
763,32
764,32
765,32
766,32
767,32
768,32
769,32
770,32
771,32
772,33
773,33
774,33
775,33
776,33
777,33
778,33
779,33
780,33
781,33
782,33
783,33
784,33
801,34
802,34
803,34
964,40
785,33
786,33
787,33
788,33
789,33
790,33
791,33
792,33
793,33
794,33
795,33
796,33
797,34
798,34
799,34
804,34
805,34
806,34
807,34
808,34
809,34
810,34
811,34
812,34
813,34
814,34
815,34
816,34
817,34
818,34
843,35
844,35
819,34
820,34
821,34
822,35
823,35
824,35
825,35
826,35
827,35
828,35
829,35
830,35
831,35
832,35
833,35
834,35
835,35
836,35
837,35
838,35
839,35
840,35
841,35
842,35
959,40
845,35
846,35
847,36
848,36
849,36
850,36
851,36
852,36
853,36
854,36
855,36
856,36
857,36
858,36
859,36
860,36
861,36
862,36
863,36
864,36
865,36
866,36
867,36
868,36
869,36
870,37
871,37
872,37
873,37
874,37
875,37
876,37
877,37
878,37
879,37
880,37
881,37
882,37
883,37
884,37
885,37
886,37
887,37
888,37
889,37
890,37
891,37
892,37
893,37
894,38
895,38
896,38
897,38
1037,43
898,38
899,38
900,38
901,38
902,38
903,38
904,38
905,38
906,38
907,38
908,38
909,38
910,38
911,38
912,38
913,38
914,38
915,38
916,38
917,38
918,38
919,39
920,39
921,39
922,39
923,39
924,39
925,39
926,39
927,39
960,40
961,40
962,40
963,40
928,39
929,39
930,39
931,39
932,39
933,39
934,39
935,39
936,39
937,39
938,39
939,39
940,39
941,39
942,39
943,39
944,40
945,40
946,40
947,40
948,40
949,40
950,40
951,40
952,40
953,40
954,40
955,40
956,40
957,40
958,40
965,40
966,40
967,40
968,40
969,41
970,41
971,41
972,41
973,41
974,41
975,41
976,41
977,41
978,41
979,41
980,41
981,41
982,41
983,41
984,41
985,41
986,41
987,41
988,41
989,41
990,41
991,41
992,41
993,41
994,42
995,42
996,42
997,42
998,42
999,42
1000,42
1001,42
1002,42
1003,42
1004,42
1005,42
1006,42
1007,42
1008,42
1009,42
1010,42
1011,42
1012,42
1013,42
1014,42
1015,42
1016,42
1017,42
1018,42
1019,43
1020,43
1021,43
1022,43
1023,43
1024,43
1025,43
1026,43
1027,43
1028,43
1029,43
1030,43
1031,43
1032,43
1033,43
1034,43
1035,43
1036,43
1038,43
1039,43
1040,43
1041,43
1042,43
1043,43
1044,44
1045,44
1046,44
1047,44
1048,44
1049,44
1050,44
1051,44
1052,44
1053,44
1054,44
1055,44
1056,44
1057,44
1058,44
1059,44
1060,44
1061,44
1062,44
1063,44
1064,44
1065,44
1066,44
1067,44
1068,45
1069,45
1070,45
1071,45
1072,45
1073,45
1074,45
1075,45
1076,45
1077,45
1078,45
1133,47
1265,53
1079,45
1080,45
1081,45
1082,45
1083,45
1084,45
1085,45
1086,45
1087,45
1088,45
1089,45
1090,45
1091,45
1234,51
1092,45
1093,46
1094,46
1095,46
1096,46
1097,46
1098,46
1099,46
1100,46
1101,46
1102,46
1103,46
1104,46
1105,46
1106,46
1107,46
1108,46
1109,46
1110,46
1111,46
1112,46
1134,47
1113,46
1114,46
1115,46
1116,46
1117,46
1118,47
1119,47
1120,47
1121,47
1122,47
1123,47
1124,47
1125,47
1126,47
1127,47
1128,47
1129,47
1130,47
1131,47
1132,47
1135,47
1136,47
1137,47
1138,47
1139,47
1140,47
1141,47
1142,48
1143,48
1144,48
1145,48
1146,48
1147,48
1148,48
1149,48
1150,48
1151,48
1152,48
1153,48
1154,48
1155,48
1156,48
1157,48
1158,48
1159,48
1160,48
1161,48
1162,48
1163,48
1164,48
1165,49
1235,51
1166,49
1167,49
1168,49
1169,49
1170,49
1171,49
1172,49
1173,49
1174,49
1175,49
1176,49
1177,49
1178,49
1179,49
1180,49
1181,49
1182,49
1183,49
1184,49
1185,49
1186,49
1187,49
1188,49
1189,49
1190,50
1191,50
1192,50
1193,50
1194,50
1195,50
1196,50
1197,50
1231,51
1232,51
1233,51
1198,50
1199,50
1200,50
1201,50
1202,50
1203,50
1204,50
1205,50
1206,50
1207,50
1208,50
1209,50
1210,50
1211,50
1212,50
1213,50
1214,50
1215,51
1216,51
1217,51
1218,51
1219,51
1220,51
1221,51
1222,51
1223,51
1224,51
1225,51
1226,51
1227,51
1228,51
1229,51
1230,51
1264,53
1236,51
1237,51
1238,51
1239,52
1240,52
1241,52
1242,52
1243,52
1244,52
1245,52
1246,52
1247,52
1248,52
1249,52
1250,52
1251,52
1252,52
1253,52
1254,52
1255,52
1256,52
1257,52
1258,52
1259,52
1260,52
1261,52
1262,52
1263,52
1266,53
1267,53
1268,53
1269,53
1270,53
1271,53
1272,53
1273,53
1274,53
1275,53
1276,53
1277,53
1278,53
1279,53
1280,53
1281,53
1282,53
1283,53
1284,53
1285,53
1286,53
1287,53
1288,53
1289,54
1290,54
1291,54
1292,54
1293,54
1294,54
1295,54
1296,54
1297,54
1298,54
1299,54
1300,54
1301,54
1302,54
1303,54
1304,54
1305,54
1306,54
1307,54
1308,54
1309,54
1310,54
1311,54
1312,54
1313,54
1314,55
1339,56
1379,57
1315,55
1316,55
1317,55
1318,55
1319,55
1320,55
1321,55
1322,55
1323,55
1324,55
1325,55
1326,55
1327,55
1328,55
1329,55
1330,55
1331,55
1332,55
1333,55
1334,55
1335,55
1336,55
1337,55
1338,55
1340,56
1341,56
1342,56
1343,56
1344,56
1345,56
1346,56
1347,56
1348,56
1349,56
1350,56
1351,56
1352,56
1353,56
1354,56
1355,56
1356,56
1357,56
1358,56
1359,56
1378,57
1551,64
1360,56
1361,56
1362,56
1363,56
1364,57
1365,57
1366,57
1367,57
1368,57
1369,57
1370,57
1371,57
1372,57
1373,57
1374,57
1375,57
1376,57
1377,57
1380,57
1381,57
1382,57
1383,57
1384,57
1385,57
1386,57
1387,57
1388,58
1389,58
1390,58
1391,58
1392,58
1393,58
1394,58
1395,58
1396,58
1397,58
1398,58
1399,58
1660,68
1400,58
1401,58
1402,58
1403,58
1404,58
1405,58
1406,58
1407,58
1408,58
1409,58
1410,58
1411,58
1412,58
1413,59
1414,59
1415,59
1416,59
1417,59
1418,59
1419,59
1420,59
1421,59
1422,59
1661,69
1423,59
1424,59
1425,59
1426,59
1427,59
1428,59
1429,59
1430,59
1431,59
1432,59
1433,59
1434,59
1435,59
1436,59
1437,59
1438,60
1439,60
1440,60
1441,60
1442,60
1443,60
1444,60
1445,60
1446,60
1447,60
1467,61
1448,60
1449,60
1450,60
1451,60
1452,60
1453,60
1454,60
1455,60
1456,60
1457,60
1458,60
1459,60
1460,60
1461,60
1462,60
1463,61
1464,61
1465,61
1466,61
1468,61
1662,69
1469,61
1470,61
1471,61
1472,61
1473,61
1474,61
1475,61
1476,61
1477,61
1478,61
1479,61
1480,61
1481,61
1482,61
1483,61
1484,61
1485,61
1486,61
1487,61
1488,62
1489,62
1490,62
1491,62
1492,62
1493,62
1494,62
1495,62
1496,62
1497,62
1498,62
1499,62
1500,62
1501,62
1502,62
1503,62
1504,62
1505,62
1506,62
1507,62
1508,62
1509,62
1510,62
1511,62
1512,62
1513,63
1514,63
1515,63
1516,63
1517,63
1518,63
1519,63
1520,63
1521,63
1522,63
1523,63
1524,63
1525,63
1526,63
1527,63
1528,63
1529,63
1530,63
1531,63
1532,63
1533,63
1534,63
1535,63
1536,64
1537,64
1538,64
1539,64
1540,64
1541,64
1542,64
1543,64
1544,64
1545,64
1546,64
1547,64
1548,64
1549,64
1550,64
1552,64
1553,64
1554,64
1555,64
1556,64
1557,64
1558,64
1559,64
1560,64
1561,65
1562,65
1563,65
1564,65
1565,65
1566,65
1567,65
1568,65
1569,65
1570,65
1571,65
1572,65
1573,65
1574,65
1575,65
1576,65
1577,65
1578,65
1579,65
1580,65
1581,65
1582,65
1583,65
1584,65
1585,65
1586,66
1587,66
1588,66
1589,66
1590,66
1633,67
1591,66
1592,66
1593,66
1594,66
1595,66
1596,66
1597,66
1598,66
1599,66
1600,66
1601,66
1602,66
1603,66
1604,66
1605,66
1606,66
1607,66
1608,66
1609,66
1610,66
1611,67
1612,67
1613,67
1614,67
1615,67
1616,67
1617,67
1618,67
1619,67
1620,67
1621,67
1622,67
1623,67
1624,67
1625,67
1626,67
1627,67
1628,67
1629,67
1630,67
1631,67
1632,67
1634,67
1635,67
1636,68
1637,68
1638,68
1639,68
1640,68
1641,68
1642,68
1643,68
1644,68
1645,68
1646,68
1647,68
1648,68
1649,68
1650,68
1651,68
1652,68
1653,68
1654,68
1655,68
1656,68
1657,68
1658,68
1659,68
1663,69
1664,69
1665,69
1666,69
1667,69
1668,69
1669,69
1670,69
1671,69
1672,69
1673,69
1674,69
1675,69
1676,69
1677,69
1678,69
1679,69
1680,69
1681,69
1682,69
1683,69
1684,69
1685,69
1686,70
1687,70
1688,70
1689,70
1690,70
1691,70
1692,70
1693,70
1694,70
1695,70
1696,70
1697,70
1698,70
1699,70
1700,70
1701,70
1702,70
1703,70
1704,70
1705,70
1706,70
1707,70
1708,70
1709,70
1710,70
1711,71
1712,71
1865,77
1713,71
1714,71
1715,71
1716,71
1717,71
1718,71
1719,71
1720,71
1721,71
1722,71
1723,71
1724,71
1725,71
1726,71
1727,71
1728,71
1729,71
1730,71
1731,71
1732,71
1733,71
1734,71
1735,71
1736,72
1737,72
1738,72
1739,72
1740,72
1741,72
1742,72
1743,72
1744,72
1745,72
1746,72
1747,72
1748,72
1749,72
1750,72
1751,72
1752,72
1753,72
1754,72
1755,72
1756,72
1757,72
1758,72
1759,72
1760,72
1761,73
1762,73
1763,73
1764,73
1765,73
1766,73
1767,73
1768,73
1769,73
1770,73
1771,73
1772,73
1773,73
1774,73
1775,73
1776,73
1777,73
1778,73
1779,73
1780,73
1781,73
1782,73
1783,73
1784,73
1785,74
1786,74
1787,74
1788,74
1789,74
1790,74
1791,74
1792,74
1793,74
1794,74
1795,74
1796,74
1797,74
1798,74
1799,74
1800,74
1801,74
1802,74
1803,74
1804,74
1805,74
1806,74
1807,74
1808,74
1809,75
1810,75
1819,75
1820,75
1821,75
1811,75
1812,75
1813,75
1814,75
1815,75
1816,75
1817,75
1818,75
1822,75
1823,75
1824,75
1825,75
1826,75
1827,75
1861,77
1862,77
1863,77
1828,75
1829,75
1830,75
1831,75
1832,75
1833,76
1834,76
1835,76
1836,76
1837,76
1838,76
1839,76
1840,76
1841,76
1842,76
1843,76
1844,76
1845,76
1846,76
1847,76
1848,76
1849,76
1850,76
1851,76
1852,76
1853,76
1854,76
1855,76
1856,76
1857,76
1858,77
1859,77
1860,77
1864,77
1866,77
1867,77
1868,77
1869,77
1870,77
1871,77
1872,77
1873,77
1874,77
1875,77
1876,77
1877,77
1878,77
1879,77
1880,77
1881,77
1882,77
1883,78
1884,78
1885,78
1886,78
1887,78
1888,78
1889,78
1900,78
1901,78
1890,78
1891,78
1892,78
1893,78
1894,78
1895,78
1896,78
1897,78
1898,78
1899,78
1902,78
1903,78
1904,78
1905,78
1906,78
1907,78
1908,79
1909,79
1910,79
1911,79
1912,79
1913,79
1914,79
1915,79
1916,79
1917,79
1918,79
1919,79
1920,79
1921,79
1922,79
1923,79
1924,79
1925,79
1926,79
1927,79
1928,79
1929,79
1930,79
1931,79
1932,79
